season,team,ret_ppa_total,ret_ppa_pass,ret_usage,ret_pass_usage,sp_overall,sp_offense,sp_defense,portal_net_count,portal_net_rating
2022,Old Dominion,299.0,94.7,0.914,0.997,-13.0,16.9,29.3,-7.0,-3.1500000000000004
2022,Ole Miss,14.7,-18.3,0.107,0.11,16.2,38.8,23.7,-6.0,0.08999999999999986
2022,Oregon,75.2,9.0,0.183,0.046,18.9,44.9,26.5,-7.0,-3.6599999999999993
2022,Oregon State,323.0,131.3,0.641,0.909,14.3,33.3,17.7,-8.0,-1.62
2022,Penn State,250.4,102.5,0.692,0.933,22.4,36.6,13.9,-12.0,-3.3
2022,Pittsburgh,187.7,22.4,0.387,0.041,8.6,32.8,24.7,-10.0,-2.46
2022,Purdue,332.8,201.4,0.603,0.758,7.7,31.6,22.4,-6.0,-1.6399999999999997
2022,Rice,94.3,7.3,0.389,0.364,-15.2,23.1,36.9,-8.0,-3.9999999999999996
2022,Rutgers,127.3,14.7,0.709,0.933,-9.1,16.4,25.2,-14.0,-2.1899999999999995
2022,San Diego State,91.2,2.0,0.242,0.04,-4.4,15.1,21.1,-3.0,-1.56
2022,San José State,137.3,26.6,0.483,0.317,-4.3,19.1,21.6,-4.0,2.57
2022,SMU,412.7,224.9,0.743,0.985,4.7,42.0,38.1,1.0,7.85
2022,South Alabama,113.4,21.1,0.503,0.286,10.8,26.8,17.4,5.0,10.82
2022,South Carolina,181.3,43.2,0.548,0.438,12.7,36.0,25.2,-11.0,1.3500000000000005
2022,Southern Miss,133.1,43.5,0.877,0.946,-3.5,18.3,22.9,-4.0,4.48
2022,South Florida,157.9,-7.3,0.38,0.098,-17.0,34.1,50.3,-6.0,5.1000000000000005
2022,Stanford,194.8,91.5,0.678,0.883,-7.2,25.6,34.2,-8.0,-5.0600000000000005
2022,Syracuse,245.0,40.2,0.766,0.821,2.5,27.4,24.7,-9.0,-3.9699999999999998
2022,TCU,386.2,144.6,0.826,0.983,24.3,43.3,20.2,-3.0,1.7599999999999998
2022,Temple,146.3,41.9,0.543,0.586,-12.9,16.3,28.6,-6.0,3.33
2022,Tennessee,390.7,150.1,0.806,0.981,25.2,47.3,22.6,-14.0,-1.62
2022,Texas,266.2,37.6,0.601,0.258,23.1,38.1,15.6,-16.0,-5.489999999999999
2022,Texas A&M,164.4,25.4,0.338,0.112,9.1,25.4,16.6,-11.0,-5.96
2022,Texas State,150.5,4.9,0.422,0.005,-11.5,17.4,29.5,7.0,0.8500000000000001
2022,Texas Tech,267.3,100.8,0.664,0.605,8.5,38.5,30.5,6.0,6.91
2022,Toledo,227.0,88.2,0.533,0.682,-3.7,25.7,27.9,-10.0,-4.08
2022,Troy,256.6,68.3,0.642,0.555,8.1,17.7,11.2,-8.0,-0.84
2022,Tulane,273.6,71.6,0.864,0.99,12.4,32.0,19.7,-1.0,1.6799999999999997
2022,Tulsa,229.4,110.4,0.654,1.0,-6.1,32.7,38.5,1.0,-0.08000000000000007
2022,UAB,285.6,114.2,0.776,0.789,-0.5,25.7,25.3,-8.0,-1.72
2022,UCF,239.5,61.9,0.799,0.714,10.3,31.1,20.3,-10.0,-4.710000000000001
2022,UCLA,320.9,140.5,0.751,1.0,15.0,45.7,30.1,-8.0,0.2699999999999996
2022,UConn,92.7,6.0,0.446,0.247,-14.6,14.2,27.9,-11.0,-4.180000000000001
2022,UL Monroe,185.8,61.6,0.737,0.582,-15.7,23.2,39.0,-12.0,-7.33
2022,UNLV,97.9,52.3,0.495,0.774,-11.9,20.8,34.1,-10.0,-0.7000000000000002
2022,USC,118.9,3.2,0.15,0.002,18.9,46.6,26.3,-7.0,1.7700000000000014
2022,Utah,408.0,108.1,0.825,0.789,19.2,37.3,17.3,-11.0,-0.7799999999999994
2022,Utah State,355.3,216.4,0.698,0.908,-13.3,25.4,38.5,-10.0,1.0199999999999996
2022,UTEP,242.6,143.4,0.786,0.993,-10.7,20.8,32.7,-8.0,-0.96
2022,UTSA,460.9,192.2,0.69,0.923,7.2,39.3,32.6,0.0,2.5700000000000003
2022,Vanderbilt,127.0,42.0,0.83,0.979,-4.7,29.9,33.4,-14.0,-5.0600000000000005
2022,Virginia,488.0,208.8,0.814,1.0,-9.0,16.2,24.4,-13.0,-8.399999999999999
2022,Virginia Tech,79.9,6.2,0.323,0.115,-9.5,13.5,22.8,-12.0,-0.7800000000000002
2022,Wake Forest,513.8,231.0,0.776,0.995,8.2,43.3,35.2,-6.0,-0.8499999999999999
2022,Washington,239.8,102.0,0.735,0.989,15.7,41.2,25.5,-11.0,-1.5199999999999996
2022,Washington State,18.4,-1.0,0.088,0.002,9.5,25.1,16.7,-21.0,-4.819999999999999
2022,Western Kentucky,239.0,0.0,0.287,0.0,1.7,31.3,30.1,-5.0,-0.13000000000000078
2022,Western Michigan,178.3,12.6,0.396,0.026,-17.3,11.2,27.3,-3.0,-1.62
2022,West Virginia,65.9,-3.9,0.219,0.061,2.4,36.3,34.5,-14.0,-9.38
2022,Wisconsin,195.9,71.3,0.799,0.99,8.3,25.7,17.1,-6.0,-1.4900000000000002
2022,Wyoming,79.3,0.0,0.228,0.0,-10.8,14.9,26.2,-10.0,-5.370000000000001
2022,James Madison,,,,,6.5,31.3,23.6,2.0,-0.1499999999999999
2022,nationalAverages,,,,,0.8145038167938932,27.76946564885496,26.959541984732823,,
2022,Charleston Southern,,,,,,,,-1.0,-0.84
2022,North Carolina A&T,,,,,,,,2.0,0.79
2022,Eastern New Mexico,,,,,,,,0.0,0.0
2022,Murray State,,,,,,,,-1.0,-1.73
2022,Minnesota State,,,,,,,,-1.0,0.0
2022,Independence C.C.,,,,,,,,1.0,0.84
2022,South Dakota,,,,,,,,2.0,0.87
2022,Southwest Mississippi C.C.,,,,,,,,1.0,0.81
2022,Lamar,,,,,,,,1.0,-0.030000000000000027
2022,Idaho State,,,,,,,,0.0,0.0
2022,UT Martin,,,,,,,,2.0,-0.95
2022,Gardner-Webb,,,,,,,,1.0,0.0
2022,Richmond,,,,,,,,-1.0,-0.88
2022,St. Thomas University,,,,,,,,1.0,0.8
2022,Norfolk State,,,,,,,,2.0,-0.020000000000000018
2022,Winston-Salem State,,,,,,,,1.0,0.0
2022,Indiana State,,,,,,,,2.0,0.0
2022,Hutchinson C.C.,,,,,,,,1.0,0.0
2022,Montana,,,,,,,,1.0,0.020000000000000018
2022,Northern Arizona,,,,,,,,2.0,0.83
2022,Missouri State,,,,,,,,2.0,2.4
2022,Kennesaw State,,,,,,,,0.0,0.0
2022,Professional,,,,,,,,2.0,1.76
2022,Western Illinois,,,,,,,,1.0,-0.88
2022,Villanova,,,,,,,,1.0,0.82
2022,East Central,,,,,,,,-1.0,0.0
2022,Northern State,,,,,,,,-1.0,-0.85
2022,Columbia,,,,,,,,-2.0,-1.71
2022,Bethune-Cookman,,,,,,,,1.0,0.0
2022,Eastern Kentucky,,,,,,,,3.0,1.66
2022,Lafayette,,,,,,,,-1.0,-0.87
2022,Alcorn State,,,,,,,,4.0,1.61
2022,Rhode Island,,,,,,,,0.0,-0.83
2022,Southern Illinois,,,,,,,,6.0,3.22
2022,Tarleton State,,,,,,,,2.0,0.84
2022,Georgetown,,,,,,,,-1.0,-0.89
2022,Fort Hays,,,,,,,,1.0,0.0
2022,Portland State,,,,,,,,4.0,0.87
2022,Tyler J.C. ,,,,,,,,1.0,0.0
2022,UC Davis,,,,,,,,-2.0,-0.87
2022,Southern Utah,,,,,,,,-2.0,-0.010000000000000009
2022,Elizabeth City State,,,,,,,,2.0,0.79
2022,Valdosta State,,,,,,,,1.0,0.0
2022,West Texas,,,,,,,,-1.0,0.0
2022,Southern Arkansas,,,,,,,,1.0,0.79
2022,Houston Christian,,,,,,,,-2.0,0.0
2022,Missouri Western State,,,,,,,,-1.0,0.0
2022,Concordia University,,,,,,,,1.0,0.0
2022,Pittsburg State,,,,,,,,1.0,0.0
2022,Drake,,,,,,,,0.0,0.0
2022,Hinds C.C.,,,,,,,,1.0,0.0
2022,Cal Poly,,,,,,,,-2.0,-0.86
2022,Iowa Western C.C.,,,,,,,,3.0,0.0
2022,Towson,,,,,,,,3.0,0.84
2022,Savannah State,,,,,,,,-1.0,0.0
2022,Navarro College,,,,,,,,3.0,1.62
2022,Ashland,,,,,,,,1.0,0.0
2022,Northern Iowa,,,,,,,,4.0,0.7399999999999999
2022,Northern Colorado,,,,,,,,0.0,-0.04999999999999993
2022,North Dakota State,,,,,,,,-4.0,-1.73
2022,Colorado School of Mines,,,,,,,,1.0,0.0
2022,Marist,,,,,,,,-1.0,-0.82
2022,Dartmouth,,,,,,,,-6.0,-3.38
2022,Tennessee State,,,,,,,,0.0,0.0
2022,Incarnate Word,,,,,,,,1.0,-0.14
2022,East Tennessee State,,,,,,,,-2.0,-1.82
2022,Prairie View A&M,,,,,,,,-1.0,0.0
2022,Merrimack,,,,,,,,1.0,0.8
2022,Misericordia,,,,,,,,1.0,0.0
2022,VMI,,,,,,,,-2.0,-0.81
2022,Southern,,,,,,,,2.0,0.84
2022,Notre Dame College,,,,,,,,-1.0,0.0
2022,Shepherd,,,,,,,,0.0,0.0
2022,Sacred Heart,,,,,,,,-1.0,-0.9
2022,Northwest Missouri State,,,,,,,,1.0,0.0
2022,Tiffin University,,,,,,,,1.0,0.8
2022,Blinn College,,,,,,,,1.0,0.0
2022,Grand Valley State,,,,,,,,1.0,0.8
2022,Alabama A&M,,,,,,,,10.0,2.42
2022,Fordham,,,,,,,,0.0,0.0
2022,The Citadel,,,,,,,,0.0,0.81
2022,Elon,,,,,,,,3.0,0.76
2022,North Carolina Central,,,,,,,,0.0,0.07000000000000006
2022,Duquesne,,,,,,,,0.0,0.79
2022,Holmes C.C.,,,,,,,,1.0,0.0
2022,Montana State,,,,,,,,-1.0,0.0
2022,Abilene Christian,,,,,,,,5.0,-2.49
2022,Cisco College,,,,,,,,1.0,0.82
2022,Northwestern State,,,,,,,,3.0,2.45
2022,UAlbany,,,,,,,,2.0,-0.06000000000000005
2022,Livingstone College,,,,,,,,-1.0,0.0
2022,Maine,,,,,,,,1.0,0.0
2022,Tennessee Tech,,,,,,,,1.0,0.85
2022,Southwestern Oklahoma State,,,,,,,,1.0,0.0
2022,Jacksonville State,,,,,,,,2.0,0.85
2022,Lindenwood University,,,,,,,,1.0,0.0
2022,Wagner,,,,,,,,1.0,0.79
2022,Youngstown State,,,,,,,,1.0,0.0
2022,Eastern Illinois,,,,,,,,1.0,1.65
2022,McNeese,,,,,,,,3.0,1.62
2022,Western New Mexico,,,,,,,,1.0,0.8
2022,Bucknell,,,,,,,,1.0,0.0
2022,Illinois State,,,,,,,,0.0,-0.10000000000000009
2022,Stony Brook,,,,,,,,1.0,0.79
2022,College of the Canyons,,,,,,,,1.0,0.0
2022,Colgate,,,,,,,,0.0,-0.83
2022,Central Arkansas,,,,,,,,4.0,0.6500000000000001
2022,Simon Fraser,,,,,,,,-1.0,0.0
2022,Tuskegee,,,,,,,,1.0,0.0
2022,Southwest Minnesota State,,,,,,,,1.0,0.0
2022,Florida A&M,,,,,,,,6.0,3.22
2022,Limestone College,,,,,,,,3.0,0.0
2022,Kentucky Christian,,,,,,,,-1.0,-0.86
2022,Sam Houston,,,,,,,,10.0,3.1300000000000003
2022,Jackson State,,,,,,,,15.0,9.08
2022,Cornell,,,,,,,,-2.0,-0.89
2022,Central Missouri,,,,,,,,-1.0,0.0
2022,Idaho,,,,,,,,0.0,-0.030000000000000027
2022,Stephen F. Austin,,,,,,,,-2.0,0.7300000000000001
2022,Butler,,,,,,,,1.0,0.0
2022,Iowa Central C.C.,,,,,,,,2.0,0.0
2022,Utah Tech,,,,,,,,2.0,0.84
2022,Chattanooga,,,,,,,,4.0,0.0
2022,Sacramento State,,,,,,,,2.0,0.82
2022,Grambling,,,,,,,,4.0,2.45
2022,Samford,,,,,,,,0.0,-0.06999999999999995
2022,SE Louisiana,,,,,,,,1.0,0.0
2022,San Diego,,,,,,,,2.0,0.79
2022,Weber State,,,,,,,,-3.0,-0.87
2022,Furman,,,,,,,,-3.0,-0.76
2022,Robert Morris,,,,,,,,-1.0,0.0
2022,Hampton,,,,,,,,1.0,0.0
2022,Southern Connecticut State,,,,,,,,-1.0,0.0
2022,Trinity Valley C.C.,,,,,,,,3.0,0.79
2022,Lehigh,,,,,,,,0.0,0.0
2022,Harvard,,,,,,,,-5.0,-2.62
2022,South Dakota State,,,,,,,,-1.0,0.85
2022,Austin Peay,,,,,,,,-1.0,-0.86
2022,Stetson,,,,,,,,1.0,0.0
2022,Nicholls,,,,,,,,-2.0,0.0
2022,Delaware,,,,,,,,-2.0,-0.87
2022,West Florida,,,,,,,,0.0,-0.87
2022,Central Oklahoma,,,,,,,,1.0,0.0
2022,Mercer,,,,,,,,2.0,0.78
2022,Campbell,,,,,,,,1.0,-0.84
2022,Western Carolina,,,,,,,,0.0,0.0
2022,Alabama State,,,,,,,,7.0,3.29
2022,Delta State,,,,,,,,1.0,0.0
2022,Monmouth,,,,,,,,0.0,0.0
2022,Butler County (KS),,,,,,,,1.0,0.79
2022,Holy Cross,,,,,,,,-1.0,-0.83
2023,Air Force,121.7,12.9,0.267,0.032,5.9,25.6,20.9,-8.0,0.0
2023,Akron,261.0,118.0,0.761,0.996,-21.6,10.5,30.1,-8.0,-0.82
2023,Alabama,233.1,23.9,0.409,0.147,23.1,36.8,15.6,-16.0,-10.69
2023,App State,208.3,11.6,0.392,0.028,3.8,33.5,30.7,-1.0,-1.7000000000000002
2023,Arizona,472.7,174.5,0.924,0.996,14.1,37.3,23.1,-18.0,-1.660000000000001
2023,Arizona State,252.0,96.2,0.411,0.482,-11.3,20.2,29.9,0.0,7.290000000000001
2023,Arkansas,273.0,132.3,0.777,0.914,3.5,28.3,26.6,-14.0,7.039999999999999
2023,Arkansas State,52.0,4.0,0.221,0.028,-6.3,25.8,32.8,-5.0,-0.89
2023,Army,122.5,-0.6,0.485,0.028,-4.0,18.4,22.5,-1.0,-0.89
2023,Auburn,231.3,32.8,0.657,0.833,7.6,26.4,20.1,0.0,10.830000000000002
2023,Ball State,65.9,0.0,0.145,0.0,-14.9,12.6,26.3,0.0,-0.9600000000000001
2023,Baylor,255.6,89.3,0.691,0.937,-8.3,24.5,32.6,1.0,4.3100000000000005
2023,Boise State,395.3,117.7,0.857,0.751,5.9,32.7,28.2,-8.0,-1.74
2023,Boston College,121.9,54.1,0.593,0.458,-5.9,22.2,27.6,-2.0,4.390000000000001
2023,Bowling Green,100.6,10.1,0.465,0.137,-7.8,21.5,27.4,-13.0,-3.54
2023,Buffalo,196.2,104.8,0.791,0.99,-15.2,15.3,29.5,-4.0,5.85
2023,BYU,139.1,12.9,0.225,0.017,-3.3,25.3,30.3,-1.0,8.61
2023,California,178.4,0.0,0.34,0.0,-0.1,30.6,28.7,-6.0,7.07
2023,Central Michigan,104.3,-4.6,0.323,0.163,-19.1,16.8,34.0,-9.0,-0.83
2023,Charlotte,59.0,4.1,0.222,0.041,-21.4,14.8,34.4,-4.0,-2.5600000000000005
2023,Cincinnati,27.6,-3.0,0.261,0.178,-6.8,21.3,28.3,-4.0,4.109999999999999
2023,Clemson,238.4,31.4,0.505,0.219,10.5,29.3,19.0,-10.0,-7.04
2023,Coastal Carolina,416.2,152.7,0.893,0.971,-1.2,27.6,27.2,-6.0,-1.7100000000000004
2023,Colorado,16.6,0.0,0.13,0.0,-4.9,29.6,34.4,-11.0,14.32
2023,Colorado State,159.2,28.8,0.825,1.0,-8.9,21.9,32.0,-10.0,-5.12
2023,Duke,428.1,113.9,0.991,1.0,9.4,27.3,19.5,-10.0,2.7499999999999996
2023,East Carolina,46.9,2.9,0.209,0.03,-12.8,15.4,28.1,-8.0,6.67
2023,Eastern Michigan,225.2,37.9,0.536,0.3,-12.3,13.0,26.8,-5.0,-1.76
2023,Florida,155.7,10.0,0.438,0.074,6.8,31.1,26.0,-13.0,-5.029999999999999
2023,Florida Atlantic,162.8,21.5,0.442,0.024,-9.4,19.8,27.9,-6.0,-0.8399999999999999
2023,Florida International,186.9,87.5,0.78,0.948,-21.2,16.0,35.6,-11.0,-4.32
2023,Florida State,411.4,153.5,0.792,0.99,19.4,34.1,16.5,-12.0,-3.1099999999999994
2023,Fresno State,81.0,27.3,0.261,0.259,2.5,28.9,27.9,-16.0,-3.5299999999999994
2023,Georgia,300.2,44.4,0.446,0.084,31.2,41.5,12.2,-11.0,-10.68
2023,Georgia Southern,250.3,1.4,0.375,0.007,-5.2,30.8,36.5,0.0,-4.3
2023,Georgia State,273.8,105.5,0.669,1.0,-6.8,28.2,33.3,-1.0,1.2199999999999998
2023,Georgia Tech,69.9,15.4,0.382,0.439,0.3,29.4,29.1,-4.0,4.319999999999999
2023,Hawai'i,172.4,48.1,0.67,0.995,-16.4,19.4,35.7,-1.0,0.0
2023,Houston,154.2,1.2,0.269,0.008,-7.8,25.6,32.2,-1.0,9.42
2023,Illinois,93.7,-0.7,0.268,0.005,-2.5,21.6,24.1,-4.0,3.52
2023,Indiana,75.2,-15.1,0.345,0.107,-7.4,19.6,27.2,-1.0,9.610000000000001
2023,Iowa,64.2,-1.7,0.426,0.065,5.8,13.8,9.3,-6.0,1.7400000000000002
2023,Iowa State,224.7,106.0,0.687,0.987,7.5,26.4,20.1,-10.0,0.010000000000000009
2023,James Madison,47.7,-3.7,0.321,0.134,11.8,34.6,23.7,1.0,-0.010000000000000009
2023,Kansas,565.6,209.4,0.937,0.984,9.9,35.6,26.1,-2.0,7.82
2023,Kansas State,216.0,89.9,0.369,0.517,16.2,38.9,21.8,-9.0,1.9100000000000001
2023,Kent State,24.9,12.5,0.117,0.159,-26.3,8.2,34.8,-10.0,-7.18
2023,Kentucky,150.0,-15.3,0.417,0.201,10.5,31.6,22.2,-9.0,3.5999999999999996
2023,Liberty,189.7,104.5,0.544,0.967,8.0,36.2,26.3,-1.0,-5.18
2023,Louisiana,231.7,81.7,0.744,0.987,0.4,32.4,33.1,-6.0,-1.77
2023,Louisiana Tech,158.9,11.2,0.445,0.07,-12.9,22.1,36.0,-4.0,0.8599999999999999
2023,Louisville,84.2,13.0,0.395,0.379,8.0,30.1,22.3,1.0,10.739999999999998
2023,LSU,519.9,163.4,0.888,0.987,19.1,44.6,25.0,-7.0,4.739999999999999
2023,Marshall,113.2,7.6,0.481,0.598,-9.0,24.4,31.5,-3.0,-1.6600000000000001
2023,Maryland,371.7,137.1,0.88,0.977,11.0,28.3,17.6,-12.0,2.6999999999999993
2023,Massachusetts,56.8,-4.9,0.678,0.858,-17.5,20.8,36.2,2.0,7.220000000000001
2023,Memphis,242.3,125.3,0.71,0.971,3.5,37.1,33.8,-7.0,-3.5300000000000002
2023,Miami,247.0,67.4,0.658,0.72,9.6,30.7,23.1,-9.0,-2.369999999999999
2023,Miami (OH),151.3,46.5,0.784,0.99,2.8,18.5,17.7,-7.0,-3.5100000000000002
2023,Michigan,409.3,131.4,0.825,0.898,31.3,36.6,7.2,-4.0,1.0200000000000005
2023,Michigan State,70.3,15.8,0.254,0.052,-6.8,15.7,24.0,-3.0,5.03
2023,Middle Tennessee,130.6,3.4,0.315,0.099,-9.5,21.5,30.0,1.0,-1.77
2023,Minnesota,170.6,36.2,0.344,0.426,0.4,20.0,21.1,-8.0,0.8500000000000005
2023,Mississippi State,271.7,133.7,0.715,0.966,0.5,24.7,24.9,-14.0,3.3900000000000006
2023,Missouri,240.3,112.9,0.83,0.983,19.3,36.5,18.0,-12.0,1.79
2023,Navy,100.8,20.6,0.751,0.884,-13.7,15.0,27.2,-3.0,-0.77
2023,NC State,123.6,31.4,0.449,0.189,7.4,25.5,19.7,-6.0,-0.1200000000000001
2023,Nebraska,49.8,-7.1,0.403,0.142,0.3,15.6,13.9,-15.0,3.46
2023,Nevada,38.1,-1.0,0.333,0.425,-22.0,14.6,37.0,0.0,-0.030000000000000027
2023,New Mexico,18.9,-18.8,0.395,0.246,-16.5,22.5,37.2,-3.0,-0.87
2023,New Mexico State,300.2,93.9,0.946,0.993,-1.8,23.3,25.8,0.0,-0.81
2023,North Carolina,478.5,212.7,0.873,0.984,7.4,34.4,27.8,-8.0,1.0099999999999998
2023,Northern Illinois,213.3,111.5,0.555,0.997,-7.5,18.3,24.2,-7.0,-3.43
2023,North Texas,226.1,-0.3,0.535,0.021,-6.7,32.9,41.3,-5.0,-6.15
2023,Northwestern,160.2,68.5,0.599,0.974,-1.3,18.5,18.5,-5.0,0.0
2023,Notre Dame,127.7,10.7,0.324,0.011,20.1,36.3,16.7,-4.0,-1.79
2023,Ohio,491.8,189.0,0.935,1.0,-1.6,18.5,18.1,-2.0,-1.65
2023,Ohio State,397.3,44.8,0.636,0.074,25.2,31.5,7.8,-1.0,0.13999999999999968
2023,Oklahoma,201.7,88.8,0.675,0.974,15.0,38.5,22.6,-9.0,6.34
2023,Oklahoma State,103.5,24.9,0.335,0.293,6.7,32.8,27.1,-6.0,1.5899999999999999
2023,Old Dominion,63.2,5.8,0.223,0.002,-10.1,23.1,31.3,-14.0,-6.07
2023,Ole Miss,305.2,106.1,0.728,0.93,18.4,36.3,19.2,-13.0,4.510000000000002
2023,Oregon,442.0,147.6,0.844,0.986,26.2,45.0,18.2,-19.0,-0.7800000000000011
2023,Oregon State,244.5,60.3,0.624,0.615,12.6,33.2,22.3,-2.0,0.96
2023,Penn State,186.0,16.2,0.489,0.152,23.5,32.7,10.5,-8.0,-1.7400000000000002
2023,Pittsburgh,130.3,25.3,0.292,0.048,-7.3,19.3,26.0,-6.0,2.76
2023,Purdue,154.6,4.4,0.363,0.003,-7.3,21.8,27.1,-11.0,3.4300000000000006
2023,Rice,162.5,22.1,0.464,0.312,-10.2,26.0,34.4,1.0,-1.69
2023,Rutgers,81.3,26.3,0.765,0.853,3.5,21.0,18.7,-5.0,3.5700000000000003
2023,San Diego State,235.7,102.9,0.611,0.755,-10.3,19.4,30.2,-8.0,-0.06000000000000005
2023,San José State,275.4,109.1,0.841,0.993,-3.4,28.1,29.5,-2.0,-1.74
2023,SMU,253.0,51.6,0.413,0.148,10.1,34.1,23.0,3.0,20.89
2023,South Alabama,405.1,163.5,0.856,0.998,5.1,30.6,26.0,5.0,2.55
2023,South Carolina,278.0,128.8,0.644,0.995,4.3,28.2,25.6,-7.0,1.6500000000000004
2023,Southern Miss,213.8,42.7,0.651,0.601,-14.4,23.5,36.4,2.0,0.0
2023,South Florida,163.1,52.1,0.446,0.643,-6.6,28.4,34.5,-7.0,-6.909999999999999
2023,Stanford,144.1,12.1,0.382,0.038,-11.9,21.4,34.5,-17.0,-10.54
2023,Syracuse,283.7,78.7,0.706,0.995,-4.4,22.2,26.1,-6.0,1.5899999999999999
2023,TCU,80.4,14.7,0.125,0.061,7.9,33.5,25.3,-4.0,6.2
2023,Temple,277.4,153.4,0.819,1.0,-21.0,18.6,37.8,-17.0,-1.6599999999999997
2023,Tennessee,271.4,58.2,0.508,0.203,16.2,34.9,19.2,-14.0,0.8700000000000001
2023,Texas,266.7,96.2,0.561,0.722,23.2,39.3,17.7,-15.0,-8.58
2023,Texas A&M,196.3,44.6,0.516,0.536,15.6,34.5,18.8,-19.0,-8.179999999999998
2023,Texas State,115.8,2.3,0.447,0.004,-1.6,31.2,33.8,13.0,-1.0100000000000007
2023,Texas Tech,337.1,38.4,0.65,0.592,6.1,29.6,24.7,-11.0,1.79
2023,Toledo,351.3,136.0,0.91,1.0,3.7,25.5,21.7,-6.0,-0.85
2023,Troy,234.3,92.5,0.674,0.843,9.8,30.7,20.1,-1.0,0.010000000000000009
2023,Tulane,311.3,138.8,0.635,0.993,2.8,26.5,24.4,-4.0,-0.8699999999999999
2023,Tulsa,107.9,30.3,0.351,0.391,-13.7,20.9,34.7,-3.0,-2.68
2023,UAB,178.0,23.2,0.44,0.314,-14.7,26.9,39.6,-6.0,-0.89
2023,UCF,345.6,90.9,0.666,0.767,3.4,30.3,25.2,-1.0,8.44
2023,UCLA,174.8,21.6,0.277,0.1,9.7,29.6,18.4,7.0,10.79
2023,UConn,133.3,12.9,0.753,0.993,-15.6,17.0,31.0,2.0,-2.52
2023,UL Monroe,89.6,6.2,0.123,0.003,-21.6,17.6,37.5,-14.0,-2.6
2023,UNLV,166.0,81.4,0.621,0.925,1.4,32.1,32.7,-9.0,-6.98
2023,USC,599.9,248.9,0.764,0.987,9.4,43.3,32.8,-5.0,3.8999999999999986
2023,Utah,364.9,120.4,0.781,1.0,8.5,26.7,19.4,-10.0,4.41
2023,Utah State,125.7,27.5,0.451,0.614,-10.9,28.6,38.6,-14.0,-5.2
2023,UTEP,188.9,62.8,0.659,0.888,-16.2,16.9,32.0,-3.0,-1.76
2023,UTSA,487.5,201.8,0.736,0.994,5.4,31.3,27.3,-5.0,0.7399999999999999
2023,Vanderbilt,139.7,44.5,0.618,0.628,-12.7,23.6,36.3,-10.0,-1.82
2023,Virginia,31.6,2.9,0.302,0.003,-10.8,21.0,31.7,-6.0,0.6600000000000001
2023,Virginia Tech,134.7,40.6,0.691,0.947,5.8,27.5,23.3,-12.0,6.15
2023,Wake Forest,235.8,16.6,0.363,0.095,-7.9,20.2,26.9,-8.0,-1.0299999999999998
2023,Washington,610.9,256.9,0.851,0.995,16.4,40.3,24.7,-12.0,2.71
2023,Washington State,231.9,67.2,0.828,0.987,4.9,31.0,27.4,-27.0,0.7299999999999995
2023,Western Kentucky,327.8,165.0,0.764,0.985,-2.0,28.7,30.1,-8.0,-7.73
2023,Western Michigan,92.9,53.5,0.605,0.994,-15.9,19.1,33.2,-4.0,-4.52
2023,West Virginia,151.7,28.8,0.362,0.212,7.5,31.5,24.6,-8.0,4.330000000000001
2023,Wisconsin,205.8,32.4,0.5,0.046,9.4,22.2,14.1,-5.0,5.28
2023,Wyoming,172.3,22.0,0.643,0.997,-3.6,23.5,26.1,-13.0,-3.54
2023,Jacksonville State,,,,,-1.6,24.8,25.9,2.0,0.0
2023,Sam Houston,,,,,-13.8,16.0,28.8,4.0,0.0
2023,nationalAverages,,,,,-0.09699248120300752,26.369924812030074,26.47218045112782,,
2023,North Carolina A&T,,,,,,,,-2.0,-3.48
2023,Eastern Washington,,,,,,,,-1.0,-0.89
2023,South Dakota,,,,,,,,-2.0,0.0
2023,Lamar,,,,,,,,-1.0,0.0
2023,Idaho State,,,,,,,,-1.0,-1.74
2023,UT Martin,,,,,,,,0.0,0.0
2023,Gardner-Webb,,,,,,,,0.0,-0.86
2023,Richmond,,,,,,,,-5.0,-1.68
2023,Norfolk State,,,,,,,,-4.0,-1.78
2023,Shorter,,,,,,,,-1.0,-0.92
2023,Indiana State,,,,,,,,1.0,0.0
2023,Hutchinson C.C.,,,,,,,,2.0,0.0
2023,Yale,,,,,,,,-1.0,-0.84
2023,Montana,,,,,,,,3.0,0.0
2023,Lackawanna College,,,,,,,,1.0,0.0
2023,Saint Francis (PA),,,,,,,,-5.0,-0.87
2023,Northern Arizona,,,,,,,,3.0,-0.85
2023,Missouri State,,,,,,,,-3.0,-2.58
2023,Howard,,,,,,,,-1.0,0.0
2023,Kennesaw State,,,,,,,,1.0,0.0
2023,Professional,,,,,,,,2.0,1.77
2023,Central Washington,,,,,,,,-1.0,0.0
2023,Western Illinois,,,,,,,,-3.0,-1.76
2023,Villanova,,,,,,,,-2.0,-0.85
2023,Northern State,,,,,,,,-1.0,0.0
2023,Columbia,,,,,,,,-1.0,0.0
2023,Bethune-Cookman,,,,,,,,3.0,0.0
2023,Eastern Kentucky,,,,,,,,0.0,0.0
2023,Lafayette,,,,,,,,-2.0,-0.83
2023,Alcorn State,,,,,,,,1.0,0.0
2023,Rhode Island,,,,,,,,1.0,-1.81
2023,North Alabama,,,,,,,,2.0,-0.88
2023,Southern Illinois,,,,,,,,0.0,0.0
2023,Monash University,,,,,,,,-1.0,0.0
